purpose,config,fold,row_excel,date,group,tile,bairro,area,actual,predicted,k,effective,floor,n_train,discount,error,razao,erro_percentual_absoluto
APARTAMENTO,baseline,teste_reservado,160707,2026-08-10,100075942,-3340|-4927,vila jardim,136.01,595282.5,1459509.3816387972,25,8.8377676999016,1200.0,96700,0.2,,2.451792857406017,1.451792857406017
SALA COMERCIAL,baseline,teste_reservado,164324,2026-09-01,2846667,-3339|-4933,centro historic,41.92,44000.0,106546.75548326437,18,15.16802509547384,900.0,7886,0.2,,2.42151717007419,1.42151717007419
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,162318,2026-08-20,3945375,-3340|-4933,centro historic,25.0,15000.0,36298.2754932016,7,5.445676990594734,150.0,2612,0.2,,2.419885032880107,1.419885032880107
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163443,2026-08-25,9496637,-3340|-4930,bela vista,21.16,26666.67,63852.98102472779,7,5.832282741824126,200.0,17117,0.0374643698062107,,2.394486489116481,1.3944864891164812
TERRENO,baseline,teste_reservado,161779,2026-08-11,100055570,-3351|-4930,vila nova,564.53,495000.0,1184679.7764390616,12,11.99979507849579,200.0,97,0.0,,2.39329247765467,1.3932924776546698
SALA COMERCIAL,baseline,teste_reservado,160783,2026-08-11,830208,-3339|-4932,moinhos vento,40.21,114842.29,273171.441012681,17,15.30587904487982,900.0,7886,0.2,,2.3786659166469164,1.3786659166469164
CASA / RESIDÊNCIA,baseline,teste_reservado,161835,2026-08-17,251364,-3338|-4924,passo pedras,116.0,220000.0,521491.2013489784,5,5.0,800.0,16815,0.1487989829969808,,2.3704145515862654,1.3704145515862654
TERRENO,baseline,teste_reservado,166070,2026-09-10,331406,-3342|-4932,azenha,1441.0,1367342.23,3208425.2141441656,12,11.610009058167597,200.0,97,0.0,,2.3464683118462344,1.3464683118462344
COBERTURA,baseline,teste_reservado,166221,2026-09-14,2580829,-3338|-4931,floresta,325.57,550000.0,1284752.4559157435,12,11.903138105249262,900.0,1688,0.2,,2.3359135562104427,1.3359135562104427
SALA COMERCIAL,baseline,teste_reservado,160786,2026-08-11,100115651,-3339|-4932,moinhos vento,40.86,116687.08,271813.59728564054,18,15.26007693692388,900.0,7886,0.2,,2.3294232513628805,1.3294232513628805
SALA COMERCIAL,baseline,teste_reservado,160775,2026-08-11,8068658,-3340|-4933,centro historic,26.1,40000.0,93019.1108820556,20,9.770608608133172,900.0,7886,0.2,,2.3254777720513897,1.3254777720513897
CASA / RESIDÊNCIA,baseline,teste_reservado,160829,2026-08-11,3510611,-3345|-4934,santa tereza,207.5,350000.0,807579.1280922954,5,5.0,800.0,16815,0.1487989829969808,,2.307368937406558,1.307368937406558
TERRENO,baseline,teste_reservado,165960,2026-09-10,100134492,-3340|-4922,mario quintana,151.55,66960.0,154277.04286219872,12,11.904162288806068,200.0,97,0.0,,2.3040179638918565,1.3040179638918565
APARTAMENTO,baseline,teste_reservado,166509,2026-09-08,840726,-3340|-4934,centro historic,173.76,290000.0,665224.8165114925,14,11.20100709544812,1200.0,96700,0.2,,2.293878677625836,1.2938786776258362
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162256,2026-08-19,100013544,-3339|-4926,vila ipiranga,10.58,17500.0,39995.849262803495,7,6.992275222992597,200.0,17117,0.0374643698062107,,2.285477100731628,1.2854771007316281
CASA / RESIDÊNCIA,baseline,teste_reservado,160303,2026-08-06,1781383,-3340|-4926,jardim sabara,150.0,245000.0,557743.5154135793,5,5.0,800.0,16815,0.1487989829969808,,2.2765041445452217,1.2765041445452217
TERRENO,baseline,teste_reservado,162636,2026-08-20,100134726,-3340|-4922,mario quintana,150.0,72000.0,163279.81897622696,12,11.967743238480184,200.0,97,0.0,,2.2677752635587076,1.2677752635587076
SALA COMERCIAL,baseline,teste_reservado,166502,2026-09-15,8429650,-3340|-4934,centro historic,37.57,66740.0,150989.59354309467,20,13.766129033919576,900.0,7886,0.2,,2.262355312302887,1.262355312302887
CASA / RESIDÊNCIA,baseline,teste_reservado,165891,2026-09-08,2927500,-3353|-4932,campo novo,83.0,105000.0,236652.35479106885,5,5.0,800.0,16815,0.1487989829969808,,2.253831950391132,1.253831950391132
SALA COMERCIAL,baseline,teste_reservado,160854,2026-08-11,100115654,-3339|-4932,moinhos vento,16.0,45690.95,102880.18631441296,16,15.8310763557972,900.0,7886,0.2,,2.2516534743622745,1.2516534743622745
SALA COMERCIAL,baseline,teste_reservado,160855,2026-08-11,100115655,-3339|-4932,moinhos vento,15.85,45271.68,101921.56705095986,16,15.837357826758252,900.0,7886,0.2,,2.2513316724928223,1.2513316724928223
CASA / RESIDÊNCIA,baseline,teste_reservado,160326,2026-08-06,1667076,-3339|-4932,independencia,246.0,350000.0,785985.2343323858,5,5.0,800.0,16815,0.1487989829969808,,2.245672098092531,1.2456720980925309
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167393,2026-09-22,10740325,-3340|-4931,rio branco,12.88,30000.0,67335.82109175574,7,6.758045014475309,200.0,17117,0.0374643698062107,,2.2445273697251915,1.2445273697251915
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162084,2026-08-13,8349649,-3337|-4927,cristo redentor,12.0,10000.0,22382.38078643744,7,6.888556675456667,200.0,17117,0.0374643698062107,,2.238238078643744,1.238238078643744
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159461,2026-08-03,10508732,-3340|-4930,bela vista,10.58,20000.0,44669.84402137138,7,6.460818927147542,200.0,17117,0.0374643698062107,,2.233492201068569,1.233492201068569
CASA / RESIDÊNCIA,baseline,teste_reservado,167015,2026-09-15,11551941,-3345|-4934,santa tereza,49.0,95000.0,211483.9477869998,5,5.0,800.0,16815,0.1487989829969808,,2.2261468188105242,1.2261468188105242
TERRENO,baseline,teste_reservado,163927,2026-08-27,1930036,-3337|-4929,santa m goretti,467.0,650000.0,1435193.4105695393,12,11.92749999461452,200.0,97,0.0,,2.2079898624146757,1.2079898624146757
CASA / RESIDÊNCIA,baseline,teste_reservado,166445,2026-09-10,6786464,-3342|-4925,morro santana,87.0,122500.0,268469.8433670381,6,5.882352941176471,800.0,16815,0.1487989829969808,,2.1915905580982704,1.1915905580982704
APARTAMENTO,baseline,teste_reservado,163468,2026-08-26,11306165,-3342|-4925,jardim carvalho,57.66,123110.44,268064.3247995863,13,11.30356859502506,1200.0,96700,0.2,,2.1774296704616303,1.1774296704616303
SALA COMERCIAL,baseline,teste_reservado,167327,2026-09-21,100064380,-3340|-4934,centro historic,41.12,135000.0,293244.52890751057,17,15.004413214321524,900.0,7886,0.2,,2.1721816956111892,1.1721816956111892
TERRENO,baseline,teste_reservado,159831,2026-08-03,10437053,-3354|-4929,hipica,125.0,98600.0,214092.1711493345,12,11.948618746266456,200.0,97,0.0,,2.1713201942123175,1.1713201942123175
SALA COMERCIAL,baseline,teste_reservado,161492,2026-08-07,8576459,-3341|-4934,menino deus,30.23,55615.0,119710.16023063703,16,15.9092294271104,900.0,7886,0.2,,2.1524797308394685,1.1524797308394685
APARTAMENTO,baseline,teste_reservado,164566,2026-09-01,100006629,-3337|-4922,parque sta fe,40.02,60000.0,128282.03076270834,12,11.999999999999998,1200.0,96700,0.2,,2.138033846045139,1.138033846045139
SALA COMERCIAL,baseline,teste_reservado,160613,2026-08-07,8247803,-3338|-4928,passo da areia,64.53,60000.0,127980.27524024344,17,15.530689463531964,900.0,7886,0.2,,2.133004587337391,1.1330045873373908
CASA / RESIDÊNCIA,baseline,teste_reservado,166983,2026-09-17,518484,-3346|-4932,teresopolis,197.47,350000.0,745519.1075386221,5,5.0,800.0,16815,0.1487989829969808,,2.130054592967492,1.1300545929674919
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167399,2026-09-21,8108439,-3349|-4936,tristeza,12.0,15000.0,31923.563351646717,7,6.603412166833241,200.0,17117,0.0374643698062107,,2.128237556776448,1.128237556776448
APARTAMENTO,baseline,teste_reservado,165002,2026-09-03,8867194,-3337|-4921,rubem berta,58.55,78000.0,165586.45384052323,13,11.205302096275824,1200.0,96700,0.2,,2.1229032543656823,1.1229032543656823
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,166159,2026-09-11,11604905,-3343|-4931,santo antonio,10.58,10000.0,21159.9672944154,30,3.6985472087290505,150.0,2612,0.2,,2.11599672944154,1.11599672944154
TERRENO,baseline,teste_reservado,160803,2026-08-10,747211,-3346|-4933,nonoai,255.0,250000.0,527260.1664794418,12,11.920040796330907,200.0,97,0.0,,2.1090406659177674,1.1090406659177674
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161069,2026-08-12,5997755,-3342|-4931,santana,12.0,20000.0,41968.70563019341,7,6.304264226891021,200.0,17117,0.0374643698062107,,2.0984352815096705,1.0984352815096705
TERRENO,baseline,teste_reservado,165902,2026-09-10,100093274,-3355|-4931,aberta dos morr,172.83,129072.5,270564.9876078057,12,11.968257011517858,200.0,97,0.0,,2.0962248938217334,1.0962248938217334
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165532,2026-09-08,11155221,-3339|-4927,jardim europa,21.16,40000.0,83819.20519408221,7,6.420508162069807,200.0,17117,0.0374643698062107,,2.095480129852055,1.0954801298520551
TERRENO,baseline,teste_reservado,167061,2026-09-17,100093262,-3355|-4931,aberta dos morr,149.31,111460.76,233434.64396421448,12,11.964616663805849,200.0,97,0.0,,2.0943213016330993,1.0943213016330993
CASA / RESIDÊNCIA,baseline,teste_reservado,163940,2026-08-28,315966,-3338|-4924,passo pedras,157.0,230000.0,481402.983508969,5,5.0,800.0,16815,0.1487989829969808,,2.0930564500389957,1.0930564500389957
CASA / RESIDÊNCIA,baseline,teste_reservado,166822,2026-09-16,2184133,-3334|-4925,sarandi,172.0,200000.0,418558.0723724716,5,5.0,800.0,16815,0.1487989829969808,,2.0927903618623582,1.0927903618623582
COBERTURA,baseline,teste_reservado,167373,2026-09-22,9762825,-3339|-4930,auxiliadora,275.54,780000.0,1630441.5676755807,12,11.978609692868377,900.0,1688,0.2,,2.0903097021481805,1.0903097021481805
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165646,2026-09-09,8660786,-3341|-4930,petropolis,24.0,25000.0,52137.379111252216,7,6.94627489855296,200.0,17117,0.0374643698062107,,2.0854951644500885,1.0854951644500885
SALA COMERCIAL,baseline,teste_reservado,165882,2026-09-10,10667032,-3340|-4932,rio branco,36.9,109376.0,227742.2959765353,16,15.954499711842804,900.0,7886,0.2,,2.082196240276983,1.082196240276983
APARTAMENTO,baseline,teste_reservado,165818,2026-09-09,8660832,-3341|-4930,petropolis,123.86,375000.0,777985.7454506289,12,11.972776446222658,1200.0,96700,0.2,,2.0746286545350103,1.0746286545350103
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161625,2026-08-14,9876359,-3342|-4930,petropolis,11.89,30000.0,62012.61712581936,7,6.802650578162544,200.0,17117,0.0374643698062107,,2.067087237527312,1.067087237527312
TERRENO,baseline,teste_reservado,166406,2026-09-14,100023011,-3353|-4933,espirito santo,484.0,230300.0,475141.3693063057,12,11.917434792081975,200.0,97,0.0,,2.063140987000893,1.0631409870008932
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161879,2026-08-13,11163550,-3337|-4928,jar sao pedro,12.5,20000.0,41206.30355031842,7,6.753177925224937,200.0,17117,0.0374643698062107,,2.060315177515921,1.0603151775159212
SALA COMERCIAL,baseline,teste_reservado,165443,2026-09-08,6618936,-3339|-4933,centro historic,67.58,71000.0,145544.51617318374,17,15.436053080690945,900.0,7886,0.2,,2.049922763002588,1.0499227630025878
TERRENO,baseline,teste_reservado,164684,2026-09-01,5509114,-3334|-4931,farrapos,7000.0,6884850.0,14068084.132267954,12,11.771239519925444,200.0,97,0.0,,2.0433392350258837,1.0433392350258837
APARTAMENTO,baseline,teste_reservado,166397,2026-09-14,5996988,-3340|-4932,bom fim,30.23,80000.0,163415.9141638966,13,11.414406743784967,1200.0,96700,0.2,,2.0426989270487077,1.0426989270487077
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166408,2026-09-14,2686821,-3341|-4931,rio branco,239.64,600000.0,1225536.6579250088,7,6.522540093175551,200.0,17117,0.0374643698062107,,2.0425610965416814,1.0425610965416814
TERRENO,baseline,teste_reservado,166498,2026-09-14,10157344,-3355|-4926,restinga,541.0,250000.0,509069.5570660769,12,11.99763535242718,200.0,97,0.0,,2.0362782282643077,1.0362782282643077
SALA COMERCIAL,baseline,teste_reservado,164007,2026-08-28,2327724,-3340|-4934,centro historic,20.24,35000.0,71251.48478944773,20,7.167862433023431,900.0,7886,0.2,,2.0357567082699353,1.0357567082699353
APARTAMENTO,baseline,teste_reservado,160850,2026-08-11,100117911,-3337|-4926,sao sebastiao,60.1,210000.0,426214.1129266413,18,11.60672807377344,1200.0,96700,0.2,,2.029591013936387,1.029591013936387
TERRENO,baseline,teste_reservado,167422,2026-09-22,11181338,-3354|-4930,hipica,329.0,220900.0,447425.47680934,12,11.935496603515029,200.0,97,0.0,,2.0254661693496603,1.0254661693496603
TERRENO,baseline,teste_reservado,162444,2026-08-18,10114785,-3337|-4922,parque sta fe,315.0,190000.0,381316.1889582396,12,11.728766262688286,200.0,97,0.0,,2.006927310306524,1.0069273103065242
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,162104,2026-08-18,2366177,-3340|-4933,centro historic,10.15,15000.0,30045.714285714294,7,6.999999999999997,150.0,2612,0.2,,2.0030476190476194,1.0030476190476194
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,164929,2026-09-03,2364727,-3340|-4933,centro historic,10.15,15000.0,30045.714285714294,7,6.999999999999997,150.0,2612,0.2,,2.0030476190476194,1.0030476190476194
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164607,2026-09-02,6790232,-3344|-4931,partenon,12.0,20000.0,39992.080000000016,7,6.999999999999997,200.0,17117,0.0374643698062107,,1.9996040000000008,0.9996040000000008
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162313,2026-08-19,100024607,-3340|-4932,bom fim,21.16,29080.0,58055.95548850265,7,6.222277337012703,200.0,17117,0.0374643698062107,,1.9964221282153594,0.9964221282153594
TERRENO,baseline,teste_reservado,161796,2026-08-10,100091365,-3352|-4931,campo novo,300.0,204000.0,406757.5755449608,12,11.942118122821295,200.0,97,0.0,,1.9939096840439254,0.9939096840439254
CASA / RESIDÊNCIA,baseline,teste_reservado,162881,2026-08-21,100005114,-3348|-4924,lomba pinheiro,100.71,205000.0,405101.6420000001,5,5.0,800.0,16815,0.1487989829969808,,1.976105570731708,0.9761055707317079
SALA COMERCIAL,baseline,teste_reservado,160787,2026-08-11,100115652,-3339|-4932,moinhos vento,67.36,158101.48,312228.90728466096,16,15.81836939184489,900.0,7886,0.2,,1.9748639119928602,0.9748639119928602
SALA COMERCIAL,baseline,teste_reservado,162833,2026-08-19,7113625,-3338|-4932,floresta,41.05,70000.0,138158.4890388818,20,15.50151435775267,900.0,7886,0.2,,1.973692700555454,0.9736927005554541
SALA COMERCIAL,baseline,teste_reservado,162832,2026-08-19,7113617,-3338|-4932,floresta,41.05,70000.0,138158.4890388818,20,15.50151435775267,900.0,7886,0.2,,1.973692700555454,0.9736927005554541
CASA / RESIDÊNCIA,baseline,teste_reservado,165165,2026-08-19,763594,-3348|-4935,camaqua,173.0,250000.0,492960.2796921109,5,5.0,800.0,16815,0.1487989829969808,,1.9718411187684435,0.9718411187684435
TERRENO,baseline,teste_reservado,166014,2026-09-10,1315668,-3337|-4921,rubem berta,300.0,185000.0,364044.514688768,12,11.781816838991196,200.0,97,0.0,,1.967808187506854,0.967808187506854
CASA / RESIDÊNCIA,baseline,teste_reservado,165620,2026-09-09,6863582,-3348|-4926,belem velho,103.0,130000.0,255604.13908194436,5,5.0,800.0,16815,0.1487989829969808,,1.9661856852457258,0.9661856852457258
SALA COMERCIAL,baseline,teste_reservado,162770,2026-08-20,5639875,-3338|-4931,floresta,22.65,45000.0,88438.23162683999,17,15.329087767456324,900.0,7886,0.2,,1.9652940361519997,0.9652940361519997
SALA COMERCIAL,baseline,teste_reservado,161031,2026-08-11,8017085,-3340|-4933,centro historic,467.79,1185893.67,2320944.89762118,17,15.429099367833508,900.0,7886,0.2,,1.9571273178489772,0.9571273178489772
CASA / RESIDÊNCIA,baseline,teste_reservado,165900,2026-09-03,602914,-3348|-4936,tristeza,143.71,290000.0,566007.1086232128,5,5.0,800.0,16815,0.1487989829969808,,1.9517486504248718,0.9517486504248718
SALA COMERCIAL,baseline,teste_reservado,160788,2026-08-11,100115653,-3339|-4932,moinhos vento,59.26,169244.71,329181.4092449279,19,15.5885194613793,900.0,7886,0.2,,1.9450026487972827,0.9450026487972827
APARTAMENTO,baseline,teste_reservado,166486,2026-09-15,100041331,-3343|-4931,santo antonio,65.29,162064.21,315023.58533647825,12,11.999999999999998,1200.0,96700,0.2,,1.9438195844503747,0.9438195844503747
SALA COMERCIAL,baseline,teste_reservado,165528,2026-09-08,10064850,-3337|-4928,passo da areia,18.57,34500.0,67033.754672301,20,7.745491076008224,900.0,7886,0.2,,1.9430073818058262,0.9430073818058262
COBERTURA,baseline,teste_reservado,165551,2026-09-03,11628235,-3344|-4932,medianeira,159.46,349616.0,678632.3935576779,12,11.981116825900267,900.0,1688,0.2,,1.941079337209046,0.941079337209046
APARTAMENTO,baseline,teste_reservado,161318,2026-08-13,1459821,-3343|-4934,menino deus,57.26,135000.0,261462.01423674895,12,11.553009707675225,1200.0,96700,0.2,,1.9367556610129553,0.9367556610129553
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162407,2026-08-19,9127488,-3341|-4925,jardim carvalho,10.58,20000.0,38722.58622704933,30,3.698472642768386,200.0,17117,0.0374643698062107,,1.9361293113524665,0.9361293113524665
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160030,2026-08-05,6212301,-3334|-4930,humaita,12.0,12000.0,23152.80473416899,7,6.151923583894177,200.0,17117,0.0374643698062107,,1.9294003945140825,0.9294003945140825
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163031,2026-08-17,11571934,-3337|-4929,santa m goretti,27.1,28000.0,53864.14315594997,7,6.887053671486221,200.0,17117,0.0374643698062107,,1.9237193984267846,0.9237193984267846
SALA COMERCIAL,baseline,teste_reservado,166307,2026-09-14,11052252,-3340|-4929,bela vista,53.0,259999.6,499960.4995083524,20,5.211432611263583,900.0,7886,0.2,,1.92292795645975,0.9229279564597499
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,163461,2026-08-26,8503826,-3338|-4931,sao joao,12.0,9000.0,17291.666679807382,7,6.000000012408279,150.0,2612,0.2,,1.9212962977563757,0.9212962977563757
APARTAMENTO,baseline,teste_reservado,165348,2026-09-04,100081423,-3340|-4931,bela vista,179.95,1910000.0,3666628.4584886334,25,6.896999288395184,1200.0,96700,0.2,,1.9197007636066143,0.9197007636066143
APARTAMENTO,baseline,teste_reservado,164702,2026-09-02,1124323,-3340|-4932,rio branco,117.72,208750.0,400424.0069998036,25,8.554742022454283,1200.0,96700,0.2,,1.9181988359272029,0.9181988359272029
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160402,2026-08-07,5492475,-3339|-4922,jar leopoldina,12.0,10000.0,19166.713578555024,7,6.5457894707365485,200.0,17117,0.0374643698062107,,1.9166713578555024,0.9166713578555024
APARTAMENTO,baseline,teste_reservado,160236,2026-08-07,9489517,-3342|-4931,partenon,71.0,187800.0,359719.9573885363,13,11.25169109303637,1200.0,96700,0.2,,1.9154417326333137,0.9154417326333137
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166644,2026-09-16,10864954,-3344|-4933,menino deus,21.16,30000.0,57123.70273053456,7,6.929309869442884,200.0,17117,0.0374643698062107,,1.904123424351152,0.904123424351152
CASA / RESIDÊNCIA,baseline,teste_reservado,160342,2026-08-06,1784536,-3339|-4929,boa vista,336.87,1350000.0,2563184.2448969195,6,5.983848534876071,800.0,16815,0.1487989829969808,,1.8986549962199404,0.8986549962199404
COBERTURA,baseline,teste_reservado,165078,2026-09-03,6650600,-3336|-4924,sarandi,139.5,178689.26,339204.35336851445,12,11.974617421689782,900.0,1688,0.2,,1.8982917796431327,0.8982917796431327
APARTAMENTO,baseline,teste_reservado,166929,2026-09-16,10833978,-3338|-4930,auxiliadora,145.23,475000.0,897745.080601512,12,11.744484128846716,1200.0,96700,0.2,,1.8899896433716041,0.8899896433716041
TERRENO,baseline,teste_reservado,167452,2026-09-21,100100423,-3339|-4923,mario quintana,300.0,170000.0,321240.7180572184,12,11.80136768998799,200.0,97,0.0,,1.88965128268952,0.88965128268952
APARTAMENTO,baseline,teste_reservado,167215,2026-09-21,100099582,-3341|-4929,petropolis,68.5,391560.0,739554.7854545454,25,3.697478991596641,1200.0,96700,0.2,,1.8887393642214358,0.8887393642214358
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164509,2026-09-02,100085575,-3351|-4933,ipanema,10.58,299770.44,33697.19329279707,7,6.955297640917834,200.0,17117,0.0374643698062107,,0.11240999376988962,0.8875900062301104
CASA / RESIDÊNCIA,baseline,teste_reservado,160455,2026-08-03,11160829,-3349|-4932,vila nova,60.0,160000.0,301203.5362323329,5,5.0,800.0,16815,0.1487989829969808,,1.8825221014520805,0.8825221014520805
SALA COMERCIAL,baseline,teste_reservado,162316,2026-08-20,8076251,-3339|-4934,centro historic,57.09,74000.0,138760.6155986211,20,10.017733447068496,900.0,7886,0.2,,1.8751434540354204,0.8751434540354204
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163773,2026-08-27,100031879,-3339|-4927,jardim europa,25.39,50000.0,93604.1728130888,7,5.13399057052681,200.0,17117,0.0374643698062107,,1.8720834562617759,0.8720834562617759
APARTAMENTO,baseline,teste_reservado,163203,2026-08-25,1024396,-3338|-4927,cristo redentor,71.0,120000.0,224142.42592781896,12,11.043421869203929,1200.0,96700,0.2,,1.8678535493984914,0.8678535493984914
SALA COMERCIAL,baseline,teste_reservado,159731,2026-08-04,1410199,-3340|-4934,centro historic,21.82,35000.0,65253.54419232604,20,10.7762354538798,900.0,7886,0.2,,1.864386976923601,0.864386976923601
SALA COMERCIAL,baseline,teste_reservado,166287,2026-09-09,11466340,-3342|-4934,praia de belas,48.88,265000.0,493182.2371201683,20,6.821889744930218,900.0,7886,0.2,,1.8610650457364841,0.8610650457364841
